Original SMILES,Reconstructed SMILES
NC(CCC(=O)NC(CC1=CC=CC=C1)C(=O)O)C(=O)O,NC(CCC(=O)NC(CC1=CC=CC=C1)C(=O)O)C(=O)O
NCCCCC(C(=O)O)N(O)C1OC(CO)C(O)C(O)C1O,NCCCCC(C(=O)O)N(O)C1OC(CO)C(O)C(O)C1O
NC(CC1=CC=C(O)C(O)=C1)C(=O)O,NC(CC1=CC=C(O)C(O)=C1)C(=O)O
O=C(O)C1=CC=CO1,O=C(O)C1=CC=CO1
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
O=C(O)C=CCC(=O)O,O=C(O)C=CCC(=O)O
CCC(C(=O)O)C(=O)O,CCC(C(=O)O)C(=O)O
O=C(O)CCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCC(=O)O
O=C(O)C(O)C(O)C(O)C(O)CO,O=C(O)C(O)C(O)C(O)C(O)CO
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
NC1=CC=NC(=O)N1,NC1=CC=NC(=O)N1
CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
CC(=CC(=O)O)C(=O)O,CC(=CC(=O)O)C(=O)O
CC(=O)CC(=O)CCC(=O)O,CC(=O)CC(=O)CCC(=O)O
CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
CCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O
O=C(O)C(O)C(O)C(O)C(O)C(=O)O,O=C(O)C(O)C(O)C(O)C(O)C(=O)O
OC1C2COC(O2)C(O)C1O,OC1C2COC(O2)C(O)C1O
O=P(O)(O)OC1OC(CO)C(O)C(O)C1O,O=P(O)(O)OC1OC(CO)C(O)C(O)C1O
CCC(N)C(=O)O,CCC(N)C(=O)O
CCCCCCCCCC(=O)OC(CC(=O)O)CN(C)(C)C,CCCCCCCCCC(=O)OC(CC(=O)O)CN(C)(C)C
CC(C)CCCC(C)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C
NC(CCC(=O)NC(CSSCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)O,NC(CCC(=O)NC(CSSCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)O
OCC1OC(O)(CO)C(O)C1O,OCC1OC(O)(CO)C(O)C1O
O=C(O)C(O)C(O)C(O)C(O)C(=O)O,O=C(O)C(O)C(O)C(O)C(O)C(=O)O
CCCCCCC(=O)O,CCCCCCC(=O)O
NC(CC1=CC=C(OC2=CC=C(O)C=C2)C=C1)C(=O)O,NC(CC1=CC=C(OC2=CC=C(O)C=C2)C=C1)C(=O)O
O=C(O)CC1=CC=CC=C1O,O=C(O)CC1=CC=CC=C1O
N=C(N)NCCCCC(N)C(=O)O,N=C(N)NCCCCC(N)C(=O)O
O=C(O)C(O)CC1=CNC2=CC=CC=C12,O=C(O)C(O)CC1=CNC2=CC=CC=C12
O=C(O)CCCCCCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCCCCC(=O)O
CCCCCC=CCC=CCCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O
NC(CCSSCCC(N)C(=O)O)C(=O)O,NC(CCSSCCC(N)C(=O)O)C(=O)O
CC(C)CC(=O)NCC(=O)O,CC(C)CC(=O)NCC(=O)O
NC(=O)NCCCCC(N)C(=O)O,NC(=O)NCCCCC(N)C(=O)O
O=S(=O)(O)OC1=CNC2=CC=CC=C21,O=S(=O)(O)OC1=CNC2=CC=CC=C21
NC1=CC=CC=C1C(=O)CC(N)C(=O)O,NC1=CC=CC=C1C(=O)CC(N)C(=O)O
CC(C)CC(N)C(=O)O,CC(C)CC(N)C(=O)O
CC(C)CC(=O)OC(CC(=O)O)CN(C)(C)C,CC(C)CC(=O)OC(CC(=O)O)CN(C)(C)C
CC(C)CCC(=O)O,CC(C)CCC(=O)O
O=C(O)CC(=O)O,O=C(O)CC(=O)O
O=C(O)CCC(O)C(=O)O,O=C(O)CCC(O)C(=O)O
CC(C)CC(=O)C(=O)O,CC(C)CC(=O)C(=O)O
CSCCC(N)C(=O)O,CSCCC(N)C(=O)O
CN1=CC=CC(C(N)=O)=C1,CN1=CC=CC(C(N)=O)=C1
O=C(O)CCO,O=C(O)CCO
CCCCCC(=O)NCC(=O)O,CCCCCC(=O)NCC(=O)O
NC1=NC(=O)C2=C(NC(=O)C=N2)N1,NC1=NC(=O)C2=C(NC(=O)C=N2)N1
NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O,NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O
O=C(O)C(=O)CC1=CC=C(O)C=C1,O=C(O)C(=O)CC1=CC=C(O)C=C1
O=C(O)CCCO,O=C(O)CCCO
CCCCCCC(O)C(=O)O,CCCCCCC(O)C(=O)O
O=C(O)CNC(=O)C1=CC=CC=C1,O=C(O)CNC(=O)C1=CC=CC=C1
O=C(O)C1=CC(=O)C2=CC=CC=C2N1,O=C(O)C1=CC(=O)C2=CC=CC=C2N1
O=C(O)C1CCCCN1,O=C(O)C1CCCCN1
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
CC(C)CC(=O)O,CC(C)CC(=O)O
NC(CCO)C(=O)O,NC(CCO)C(=O)O
CC(=O)CCC(=O)O,CC(=O)CCC(=O)O
NCC(=O)N1CCCC1C(=O)O,NCC(=O)N1CCCC1C(=O)O
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
O=C(O)C1CC(O)CN1,O=C(O)C1CC(O)CN1
CC(C)CC(=O)NC(CCC(=O)O)C(=O)O,CC(C)CC(=O)NC(CCC(=O)O)C(=O)O
CC(C)(O)C(=O)O,CC(C)(O)C(=O)O
CC(C)C(=O)NCC(=O)O,CC(C)C(=O)NCC(=O)O
NC1=C(O)C=CC=C1C(=O)CC(N)C(=O)O,NC1=C(O)C=CC=C1C(=O)CC(N)C(=O)O
CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C
O=C(O)C=CC1=CNC2=CC=CC=C12,O=C(O)C=CC1=CNC2=CC=CC=C12
O=C(O)CNC(=O)CC1=CC=C(O)C=C1,O=C(O)CNC(=O)CC1=CC=C(O)C=C1
C1=CC=C2NC=CC2=C1,C1=CC=C2NC=CC2=C1
OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O
NC(CCS)C(=O)O,NC(CCS)C(=O)O
NCCCC(=O)NC(CC1=CNC=N1)C(=O)O,NCCCC(=O)NC(CC1=CNC=N1)C(=O)O
CC(C)CC(O)C(=O)O,CC(C)CC(O)C(=O)O
O=C(O)C(O)CC1=CC=CC=C1,O=C(O)C(O)CC1=CC=CC=C1
CC(=CC(=O)O)C(=O)O,CC(=CC(=O)O)C(=O)O
O=C(O)C(O)C1=CC=CC(O)=C1,O=C(O)C(O)C1=CC=CC(O)=C1
CC(CC(=O)O)CC(=O)O,CC(CC(=O)O)CC(=O)O
CCCC(=O)CC,CCCC(=O)CC
CC(C)(O)CC(=O)O,CC(C)(O)CC(=O)O
O=C(O)C(O)CC1=CC=C(O)C=C1,O=C(O)C(O)CC1=CC=C(O)C=C1
CCCCCC(=O)OC(CC(=O)O)CN(C)(C)C,CCCCCC(=O)OC(CC(=O)O)CN(C)(C)C
CC(C)CC(NC(=O)CN)C(=O)O,CC(C)CC(NC(=O)CN)C(=O)O
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
O=C(O)CC1=CNC2=CC=C(O)C=C12,O=C(O)CC1=CNC2=CC=C(O)C=C12
O=C(O)CCC1=CC=CC=C1,O=C(O)CCC1=CC=CC=C1
OCC(O)C(O)C(O)C(O)CO,OCC(O)C(O)C(O)C(O)CO
CC(=O)NC(C)C(=O)O,CC(=O)NC(C)C(=O)O
O=C1NC=C(C2OC(CO)C(O)C2O)C(=O)N1,O=C1NC=C(C2OC(CO)C(O)C2O)C(=O)N1
O=C(O)C(O)CC1=CC=CC=C1,O=C(O)C(O)CC1=CC=CC=C1
CC(=O)NC1C(O)OC(CO)C(OS(=O)(=O)O)C1O,CC(=O)NC1C(O)OC(CO)C(OS(=O)(=O)O)C1O
O=C(O)CCCCCCCCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCCCCCCC(=O)O
CCC(=O)NCC(=O)O,CCC(=O)NCC(=O)O
O=C(O)CCCCCCCC(=O)O,O=C(O)CCCCCCCC(=O)O
O=C1C=C(C(=O)O)N(C2OC(CO)C(O)C2O)C(=O)N1,O=C1C=C(C(=O)O)N(C2OC(CO)C(O)C2O)C(=O)N1
CCCCCCCC(=O)OC(CC(=O)O)CN(C)(C)C,CCCCCCCC(=O)OC(CC(=O)O)CN(C)(C)C
CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)O,CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)O
CCCCCCC(=O)OCC,CCCCCCC(=O)OCC
CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O
NC1=NC2=NC=CN=C2C(=O)N1,NC1=NC2=NC=CN=C2C(=O)N1
CC(=O)NC1C(O)OC(CO)C(O)C1O,CC(=O)NC1C(O)OC(CO)C(O)C1O
O=C(O)C(O)COP(=O)(O)O,O=C(O)C(O)COP(=O)(O)O
CCCC(=O)NCC(=O)O,CCCC(=O)NCC(=O)O
CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C
CC(=O)NC(CC(=O)O)C(=O)O,CC(=O)NC(CC(=O)O)C(=O)O
CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(O)C1O,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(O)C1O
COC1=CC(C(O)CN)=CC=C1O,COC1=CC(C(O)CN)=CC=C1O
CCCO,CCCO
O=C(O)CNC(=O)CC1=CC=CC=C1,O=C(O)CNC(=O)CC1=CC=CC=C1
O=C(O)C(O)C1=CC=C(O)C=C1,O=C(O)C(O)C1=CC=C(O)C=C1
CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O
CCCCCCCC(=O)NCC(=O)O,CCCCCCCC(=O)NCC(=O)O
O=C(CO)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,O=C(CO)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO
O=C(O)CNC(=O)C1=CC=CC=C1O,O=C(O)CNC(=O)C1=CC=CC=C1O
O=C(O)C1=CC=C2C=CC=CC2=N1,O=C(O)C1=CC=C2C=CC=CC2=N1
NC1=NC2=NC=C(C(O)C(O)CO)N=C2C(=O)N1,NC1=NC2=NC=C(C(O)C(O)CO)N=C2C(=O)N1
CCCCCCCCC(=O)O,CCCCCCCCC(=O)O
CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)CN(C)(C)C,CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)CN(C)(C)C
CC1OC(O)C(O)C(O)C1O,CC1OC(O)C(O)C(O)C1O
CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C
NC(=O)C1=CC=CN(C2OC(CO)C(O)C2O)=C1,NC(=O)C1=CC=CN(C2OC(CO)C(O)C2O)=C1
CC(=O)NC(CCCNC(N)=O)C(=O)O,CC(=O)NC(CCCNC(N)=O)C(=O)O
O=C(O)CCCCCC(=O)O,O=C(O)CCCCCC(=O)O
COC(=O)CCCC(=O)O,COC(=O)CCCC(=O)O
COC(=O)CNC(=O)C1=CC=CC=C1,COC(=O)CNC(=O)C1=CC=CC=C1
O=C(O)CNC(=O)CCC1=CC=CC=C1,O=C(O)CNC(=O)CCC1=CC=CC=C1
CC(C)O,CC(C)O
CC(=O)NC(CC1=CC=C(O)C=C1)C(=O)O,CC(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
O=C(CO)C(O)C(O)COP(=O)(O)O,O=C(CO)C(O)C(O)COP(=O)(O)O
NCCC1=CNC=N1,NCCC1=CNC=N1
CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C
O=C(O)CCCCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCCC(=O)O
CC1=CC=C(O)C(O)=C1,CC1=CC=C(O)C(O)=C1
CN1=CC=CC(C(=O)O)=C1,CN1=CC=CC(C(=O)O)=C1
CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C
O=C(O)C1=CC(O)=C2C=CC=C(O)C2=N1,O=C(O)C1=CC(O)=C2C=CC=C(O)C2=N1
CC(C)C(N)C(=O)O,CC(C)C(N)C(=O)O
CC1=CN(C2OC(CO)C(O)C2O)C(=O)NC1=O,CC1=CN(C2OC(CO)C(O)C2O)C(=O)NC1=O
O=C(O)CCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCC(=O)O
CCCCC(=O)O,CCCCC(=O)O
O=C(O)CCCCCCC(=O)O,O=C(O)CCCCCCC(=O)O
C=CCC(=O)NCC(=O)O,C=CCC(=O)NCC(=O)O
CC(=O)OCCN(C)(C)C,CC(=O)OCCN(C)(C)C
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
CN1C=NC2=C1C(=O)N=C(N)N2,CN1C=NC2=C1C(=O)N=C(N)N2
CN1C=NC(CCN)=C1,CN1C=NC(CCN)=C1
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C
CC12CCC(O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
NC1=NC=NC2=C1N=CN2C1CC(O)C(COP(=O)(O)O)O1,NC1=NC=NC2=C1N=CN2C1CC(O)C(COP(=O)(O)O)O1
CN(C)C,CN(C)C
CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
CCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCC(=O)O
COC1=CC(CC(O)C(=O)O)=CC=C1O,COC1=CC(CC(O)C(=O)O)=CC=C1O
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C
CC(C)CCCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
CN(C)(C)O,CN(C)(C)O
C1=CC=NC=C1,C1=CC=NC=C1
CCCCC(=O)NCC(=O)O,CCCCC(=O)NCC(=O)O
NC(CC1=CNC2=CC=CC=C12)C(=O)O,NC(CC1=CNC2=CC=CC=C12)C(=O)O
O=C(O)C=CC1=CC=CC=C1,O=C(O)C=CC1=CC=CC=C1
O=C(O)C=CCCCCCCCCC(=O)O,O=C(O)C=CCCCCCCCCC(=O)O
O=C1C=CN(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(C(=O)O)C(O)C(O)C3O)C(O)C2O)C(=O)N1,O=C1C=CN(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(C(=O)O)C(O)C(O)C3O)C(O)C2O)C(=O)N1
CCC(C=CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,CCC(C=CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C
NC1=NC=NC2=C1N=CN2C1OC(CSCCC(N)C(=O)O)C(O)C1O,NC1=NC=NC2=C1N=CN2C1OC(CSCCC(N)C(=O)O)C(O)C1O
O=C(O)C(O)C(O)CO,O=C(O)C(O)C(O)CO
CCCCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
CCCCCCCCCCC(=O)O,CCCCCCCCCCC(=O)O
O=C(O)CCCCCCC(=O)NCC(=O)O,O=C(O)CCCCCCC(=O)NCC(=O)O
COC1=CC(C=CC(=O)O)=CC=C1O,COC1=CC(C=CC(=O)O)=CC=C1O
COC1=CC=C(C=CC(=O)O)C=C1O,COC1=CC=C(C=CC(=O)O)C=C1O
O=C(O)C(O)C(O)C(=O)O,O=C(O)C(O)C(O)C(=O)O
OC1=CC=CC=C1O,OC1=CC=CC=C1O
O=C(O)C=C(CC(=O)O)C(=O)O,O=C(O)C=C(CC(=O)O)C(=O)O
CC=C(C)C(=O)NCC(=O)O,CC=C(C)C(=O)NCC(=O)O
NC1=NC2=C(N=CN2C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)C(=O)N1,NC1=NC2=C(N=CN2C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)C(=O)N1
CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
NC(=O)CCCCC1CCSS1,NC(=O)CCCCC1CCSS1
NCCS(=O)O,NCCS(=O)O
OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
CC=O,CC=O
CCCCCCC(N)C(=O)O,CCCCCCC(N)C(=O)O
CC(=O)C1=CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)C1=CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
NC(CS(=O)O)C(=O)O,NC(CS(=O)O)C(=O)O
NC1=NC(=O)N(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)C=C1,NC1=NC(=O)N(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)C=C1
CSCCC(NC=O)C(=O)O,CSCCC(NC=O)C(=O)O
CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3,CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3
CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O
NC1=NC2=C(N=CN2C2CC(O)C(COP(=O)(O)O)O2)C(=O)N1,NC1=NC2=C(N=CN2C2CC(O)C(COP(=O)(O)O)O2)C(=O)N1
CN1C(=O)CCC1C1=CC=CN=C1,CN1C(=O)CCC1C1=CC=CN=C1
O=P(O)(O)OCC1OC(CO)(OP(=O)(O)O)C(O)C1O,O=P(O)(O)OCC1OC(CO)(OP(=O)(O)O)C(O)C1O
NC(CCC(=O)NC(CS)C(=O)O)C(=O)O,NC(CCC(=O)NC(CS)C(=O)O)C(=O)O
O=CC(O)CO,O=CC(O)CO
NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C(=O)NC(CCC(=O)O)C(=O)O)C=C3)=N2)N1,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C(=O)NC(CCC(=O)O)C(=O)O)C=C3)=N2)N1
O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O,O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O
CC(=O)NC1C(O)OC(COP(=O)(O)O)C(O)C1O,CC(=O)NC1C(O)OC(COP(=O)(O)O)C(O)C1O
CC(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,CC(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O
NC1=NC(NC2=CC=CC=C2)=NC2=C1N=CN2C1OC(CO)C(O)C1O,NC1=NC(NC2=CC=CC=C2)=NC2=C1N=CN2C1OC(CO)C(O)C1O
O=P(O)(O)OCC1OC(O)C(O)C(O)C1O,O=P(O)(O)OCC1OC(O)C(O)C(O)C1O
CCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O,CCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O
COC1=CC=C(C(=O)O)C=C1,COC1=CC=C(C(=O)O)C=C1
CC(=O)NC1C(N)OC(CO)C(O)C1O,CC(=O)NC1C(N)OC(CO)C(O)C1O
CN1C=N(C2OC(CO)C(O)C2O)C2=C1C(=O)N=C(N)N2,CN1C=N(C2OC(CO)C(O)C2O)C2=C1C(=O)N=C(N)N2
O=CC(O)COP(=O)(O)O,O=CC(O)COP(=O)(O)O
CC(C)=CCOP(=O)(O)OP(=O)(O)O,CC(C)=CCOP(=O)(O)OP(=O)(O)O
NC1=CC=CC=C1C(=O)O,NC1=CC=CC=C1C(=O)O
C1=CN=CC(C2CCCN2)=C1,C1=CN=CC(C2CCCN2)=C1
CC(=O)NC(CCC(=O)O)C(=O)O,CC(=O)NC(CCC(=O)O)C(=O)O
CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O
CCCCCCCC=O,CCCCCCCC=O
O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O
NC(C(=O)O)C(=O)O,NC(C(=O)O)C(=O)O
NCC(=O)CCC(=O)O,NCC(=O)CCC(=O)O
OCC1OC(O)C(O)C(O)C1O,OCC1OC(O)C(O)C(O)C1O
CCCCCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCCC(=O)O
CN(C)(C)CCCC(=O)O,CN(C)(C)CCCC(=O)O
CC(=O)C=O,CC(=O)C=O
NC1=CC=C(O)C=C1,NC1=CC=C(O)C=C1
CSCC1OC(N2C=NC3=C(N)N=CN=C32)C(O)C1O,CSCC1OC(N2C=NC3=C(N)N=CN=C32)C(O)C1O
CCCCCCCCO,CCCCCCCCO
CC=CC(C)=O,CC=CC(C)=O
CC(=O)NCCCNCCCCNCCCN,CC(=O)NCCCNCCCCNCCCN
O=CCC1=CNC2=CC=CC=C12,O=CCC1=CNC2=CC=CC=C12
O=C1C=CN(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)C(=O)N1,O=C1C=CN(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)C(=O)N1
NC1=NC2=C(N=CN2C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)C(=O)N1,NC1=NC2=C(N=CN2C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)C(=O)N1
NC1=NC(=O)N(C2CC(O)C(COP(=O)(O)O)O2)C=C1,NC1=NC(=O)N(C2CC(O)C(COP(=O)(O)O)O2)C=C1
NC(=O)NC(NC(N)=O)C(=O)O,NC(=O)NC(NC(N)=O)C(=O)O
O=C1C=CC2=CC=CC=C2O1,O=C1C=CC2=CC=CC=C2O1
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
CC1=CN(C2CC(O)C(COP(=O)(O)O)O2)C(=O)NC1=O,CC1=CN(C2CC(O)C(COP(=O)(O)O)O2)C(=O)NC1=O
O=N(O)C1=CC=C(O)C=C1,O=N(O)C1=CC=C(O)C=C1
NC1=NC(=O)N(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)C=C1,NC1=NC(=O)N(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)C=C1
CC(=O)NC1=CC=CC=C1,CC(=O)NC1=CC=CC=C1
CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3
CN(C)(C)CC=O,CN(C)(C)CC=O
NC1C(O)OC(COP(=O)(O)O)C(O)C1O,NC1C(O)OC(COP(=O)(O)O)C(O)C1O
NCCCNCCCCNCCCN,NCCCNCCCCNCCCN
NCCCCNCCCN,NCCCCNCCCN
O=CCCC(=O)O,O=CCCC(=O)O
OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
O=C1OC(C(O)CO)C(=O)C1=O,O=C1OC(C(O)CO)C(=O)C1=O
OCC1(O)OCC(O)C(O)C1O,OCC1(O)OCC(O)C(O)C1O
NC1=NC2=C(N=CN2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)C(=O)N1,NC1=NC2=C(N=CN2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)C(=O)N1
CC1=CN(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)C(=O)NC1=O,CC1=CN(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)C(=O)NC1=O
